,Form,Topic Category,Rank,Type,Polarity
6583,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6585,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6588,star,concept,3,Top>OtherEntity>Vocation,P
6589,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6594,job,concept,9,Top>OtherEntity>Vocation,P
6599,service,concept,14,Top>Product>ProfessionalService,P
6603,room,concept,18,Top>Location>Facility,P
6604,star,concept,19,Top>Location>AstralBody>Star,P
6607,room,concept,22,Top>Location>Facility,P
6609,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6613,breakfast,concept,5,Top>Event,N
6614,breakfast,concept,6,Top>Product>Food,N
6615,maintenance,concept,7,Top,N
6617,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6619,swimming-pool,concept,11,Top>Location>Facility,N
6620,room,concept,12,Top>Location>Facility,N
6621,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6622,room,concept,14,Top>Location>Facility,N
6625,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6630,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6631,team,concept,6,Top>Organization,P
6634,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6638,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6640,conclusion,concept,7,Top>Timex,P+
6643,service,concept,10,Top>Product>ProfessionalService,N+
6644,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6646,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6649,star,concept,3,Top>OtherEntity>Vocation,P
6650,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6655,job,concept,9,Top>OtherEntity>Vocation,P
6660,service,concept,14,Top>Product>ProfessionalService,P
6664,room,concept,18,Top>Location>Facility,P
6665,star,concept,19,Top>Location>AstralBody>Star,P
6668,room,concept,22,Top>Location>Facility,P
6670,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6674,breakfast,concept,5,Top>Event,N
6675,breakfast,concept,6,Top>Product>Food,N
6676,maintenance,concept,7,Top,N
6678,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6680,swimming-pool,concept,11,Top>Location>Facility,N
6681,room,concept,12,Top>Location>Facility,N
6682,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6683,room,concept,14,Top>Location>Facility,N
6686,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6691,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6692,team,concept,6,Top>Organization,P
6695,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6699,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6701,conclusion,concept,7,Top>Timex,P+
6704,service,concept,10,Top>Product>ProfessionalService,N+
6705,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6707,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6710,star,concept,3,Top>OtherEntity>Vocation,P
6711,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6716,job,concept,9,Top>OtherEntity>Vocation,P
6721,service,concept,14,Top>Product>ProfessionalService,P
6725,room,concept,18,Top>Location>Facility,P
6726,star,concept,19,Top>Location>AstralBody>Star,P
6729,room,concept,22,Top>Location>Facility,P
6731,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6735,breakfast,concept,5,Top>Event,N
6736,breakfast,concept,6,Top>Product>Food,N
6737,maintenance,concept,7,Top,N
6739,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6741,swimming-pool,concept,11,Top>Location>Facility,N
6742,room,concept,12,Top>Location>Facility,N
6743,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6744,room,concept,14,Top>Location>Facility,N
6747,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6752,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6753,team,concept,6,Top>Organization,P
6756,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6760,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6762,conclusion,concept,7,Top>Timex,P+
6765,service,concept,10,Top>Product>ProfessionalService,N+
6766,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6768,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6771,star,concept,3,Top>OtherEntity>Vocation,P
6772,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6777,job,concept,9,Top>OtherEntity>Vocation,P
6782,service,concept,14,Top>Product>ProfessionalService,P
6786,room,concept,18,Top>Location>Facility,P
6787,star,concept,19,Top>Location>AstralBody>Star,P
6790,room,concept,22,Top>Location>Facility,P
6792,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6796,breakfast,concept,5,Top>Event,N
6797,breakfast,concept,6,Top>Product>Food,N
6798,maintenance,concept,7,Top,N
6800,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6802,swimming-pool,concept,11,Top>Location>Facility,N
6803,room,concept,12,Top>Location>Facility,N
6804,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6805,room,concept,14,Top>Location>Facility,N
6808,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6813,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6814,team,concept,6,Top>Organization,P
6817,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6821,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6823,conclusion,concept,7,Top>Timex,P+
6826,service,concept,10,Top>Product>ProfessionalService,N+
6827,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6829,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6832,star,concept,3,Top>OtherEntity>Vocation,P
6833,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6838,job,concept,9,Top>OtherEntity>Vocation,P
6843,service,concept,14,Top>Product>ProfessionalService,P
6847,room,concept,18,Top>Location>Facility,P
6848,star,concept,19,Top>Location>AstralBody>Star,P
6851,room,concept,22,Top>Location>Facility,P
6853,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6857,breakfast,concept,5,Top>Event,N
6858,breakfast,concept,6,Top>Product>Food,N
6859,maintenance,concept,7,Top,N
6861,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6863,swimming-pool,concept,11,Top>Location>Facility,N
6864,room,concept,12,Top>Location>Facility,N
6865,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6866,room,concept,14,Top>Location>Facility,N
6869,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6874,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6875,team,concept,6,Top>Organization,P
6878,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6882,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6884,conclusion,concept,7,Top>Timex,P+
6887,service,concept,10,Top>Product>ProfessionalService,N+
6888,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6890,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6893,star,concept,3,Top>OtherEntity>Vocation,P
6894,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6899,job,concept,9,Top>OtherEntity>Vocation,P
6904,service,concept,14,Top>Product>ProfessionalService,P
6908,room,concept,18,Top>Location>Facility,P
6909,star,concept,19,Top>Location>AstralBody>Star,P
6912,room,concept,22,Top>Location>Facility,P
6914,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6918,breakfast,concept,5,Top>Event,N
6919,breakfast,concept,6,Top>Product>Food,N
6920,maintenance,concept,7,Top,N
6922,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6924,swimming-pool,concept,11,Top>Location>Facility,N
6925,room,concept,12,Top>Location>Facility,N
6926,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6927,room,concept,14,Top>Location>Facility,N
6930,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6935,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6936,team,concept,6,Top>Organization,P
6939,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6943,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6945,conclusion,concept,7,Top>Timex,P+
6948,service,concept,10,Top>Product>ProfessionalService,N+
6949,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6951,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6954,star,concept,3,Top>OtherEntity>Vocation,P
6955,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6960,job,concept,9,Top>OtherEntity>Vocation,P
6965,service,concept,14,Top>Product>ProfessionalService,P
6969,room,concept,18,Top>Location>Facility,P
6970,star,concept,19,Top>Location>AstralBody>Star,P
6973,room,concept,22,Top>Location>Facility,P
6975,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6979,breakfast,concept,5,Top>Event,N
6980,breakfast,concept,6,Top>Product>Food,N
6981,maintenance,concept,7,Top,N
6983,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6985,swimming-pool,concept,11,Top>Location>Facility,N
6986,room,concept,12,Top>Location>Facility,N
6987,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6988,room,concept,14,Top>Location>Facility,N
6991,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6996,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6997,team,concept,6,Top>Organization,P
7000,car,concept,1,Top>Product>Machine>Vehicle>Car,N
7004,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
7006,conclusion,concept,7,Top>Timex,P+
7009,service,concept,10,Top>Product>ProfessionalService,N+
7010,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
7012,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7015,star,concept,3,Top>OtherEntity>Vocation,P
7016,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
7021,job,concept,9,Top>OtherEntity>Vocation,P
7026,service,concept,14,Top>Product>ProfessionalService,P
7030,room,concept,18,Top>Location>Facility,P
7031,star,concept,19,Top>Location>AstralBody>Star,P
7034,room,concept,22,Top>Location>Facility,P
7036,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
7040,breakfast,concept,5,Top>Event,N
7041,breakfast,concept,6,Top>Product>Food,N
7042,maintenance,concept,7,Top,N
7044,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
7046,swimming-pool,concept,11,Top>Location>Facility,N
7047,room,concept,12,Top>Location>Facility,N
7048,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
7049,room,concept,14,Top>Location>Facility,N
7052,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
7055,meal,concept,4,Top>Product>Food,P+
7056,Wi-Fi,concept,5,Top>OtherEntity>MethodSystem,P+
7060,coach,concept,1,Top>OtherEntity>Vocation,P+
7061,transport,concept,2,Top,P+
7062,location,concept,3,Top>Location>Address,P
7063,location,concept,4,Top>Location,P
7064,administrator,concept,5,Top>OtherEntity>Vocation,P+
7065,food,concept,6,Top>Product>Food,P
7066,staff,concept,7,Top>Organization,P
7067,gem,concept,8,Top>Product>Substance>Mineral,P
7068,manager,concept,9,Top>OtherEntity>Title,P+
7069,executive,concept,10,Top>OtherEntity>Title,P+
7070,boarding house,concept,11,Top>Location>Facility,P
7071,room,concept,12,Top>Location>Facility,P
7072,room,concept,13,Top>Location>Facility,P
7077,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7078,friend,concept,3,Top>Person,P
7084,breakfast,concept,9,Top>Event,P
7085,breakfast,concept,10,Top>Product>Food,P
7088,staff,concept,13,Top>Organization,P
7089,friendly,concept,14,Top,P
7090,room,concept,15,Top>Location>Facility,P
7092,sunny,concept,17,Top,P
7093,room,concept,18,Top>Location>Facility,P
7094,Europe,entity,1,Top>Location>GeoPoliticalEntity>Continent,P
7096,star,concept,2,Top>OtherEntity>Vocation,P
7097,tree,concept,3,Top>LivingThing>Flora,P+
7098,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
7099,food,concept,5,Top>Product>Food,P
7101,room,concept,7,Top>Location>Facility,P
7102,star,concept,8,Top>Location>AstralBody>Star,P
7103,room,concept,9,Top>Location>Facility,P
7106,shower,concept,2,Top>Event>NaturalPhenomena,P
7108,breakfast,concept,4,Top>Event,P
7109,breakfast,concept,5,Top>Product>Food,P
7111,dinner,concept,7,Top>Product>Food,P
7112,service,concept,8,Top>Product>ProfessionalService,P
7113,area,concept,9,Top>Location,P
7114,room,concept,10,Top>Location>Facility,P+
7115,recommended,concept,11,Top>Person,P+
7116,dinner,concept,12,Top>Event,P
7117,room,concept,13,Top>Location>Facility,P+
7120,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
7123,meal,concept,4,Top>Product>Food,P+
7124,Wi-Fi,concept,5,Top>OtherEntity>MethodSystem,P+
7128,coach,concept,1,Top>OtherEntity>Vocation,P+
7129,transport,concept,2,Top,P+
7130,location,concept,3,Top>Location>Address,P
7131,location,concept,4,Top>Location,P
7132,administrator,concept,5,Top>OtherEntity>Vocation,P+
7133,food,concept,6,Top>Product>Food,P
7134,staff,concept,7,Top>Organization,P
7135,gem,concept,8,Top>Product>Substance>Mineral,P
7136,manager,concept,9,Top>OtherEntity>Title,P+
7137,executive,concept,10,Top>OtherEntity>Title,P+
7138,boarding house,concept,11,Top>Location>Facility,P
7139,room,concept,12,Top>Location>Facility,P
7140,room,concept,13,Top>Location>Facility,P
7145,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7146,friend,concept,3,Top>Person,P
7152,breakfast,concept,9,Top>Event,P
7153,breakfast,concept,10,Top>Product>Food,P
7156,staff,concept,13,Top>Organization,P
7157,friendly,concept,14,Top,P
7158,room,concept,15,Top>Location>Facility,P
7160,sunny,concept,17,Top,P
7161,room,concept,18,Top>Location>Facility,P
7162,Europe,entity,1,Top>Location>GeoPoliticalEntity>Continent,P
7164,star,concept,2,Top>OtherEntity>Vocation,P
7165,tree,concept,3,Top>LivingThing>Flora,P+
7166,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
7167,food,concept,5,Top>Product>Food,P
7169,room,concept,7,Top>Location>Facility,P
7170,star,concept,8,Top>Location>AstralBody>Star,P
7171,room,concept,9,Top>Location>Facility,P
7174,shower,concept,2,Top>Event>NaturalPhenomena,P
7176,breakfast,concept,4,Top>Event,P
7177,breakfast,concept,5,Top>Product>Food,P
7179,dinner,concept,7,Top>Product>Food,P
7180,service,concept,8,Top>Product>ProfessionalService,P
7181,area,concept,9,Top>Location,P
7182,room,concept,10,Top>Location>Facility,P+
7183,recommended,concept,11,Top>Person,P+
7184,dinner,concept,12,Top>Event,P
7185,room,concept,13,Top>Location>Facility,P+
7188,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
7191,meal,concept,4,Top>Product>Food,P+
7192,Wi-Fi,concept,5,Top>OtherEntity>MethodSystem,P+
7196,coach,concept,1,Top>OtherEntity>Vocation,P+
7197,transport,concept,2,Top,P+
7198,location,concept,3,Top>Location>Address,P
7199,location,concept,4,Top>Location,P
7200,administrator,concept,5,Top>OtherEntity>Vocation,P+
7201,food,concept,6,Top>Product>Food,P
7202,staff,concept,7,Top>Organization,P
7203,gem,concept,8,Top>Product>Substance>Mineral,P
7204,manager,concept,9,Top>OtherEntity>Title,P+
7205,executive,concept,10,Top>OtherEntity>Title,P+
7206,boarding house,concept,11,Top>Location>Facility,P
7207,room,concept,12,Top>Location>Facility,P
7208,room,concept,13,Top>Location>Facility,P
7213,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7214,friend,concept,3,Top>Person,P
7220,breakfast,concept,9,Top>Event,P
7221,breakfast,concept,10,Top>Product>Food,P
7224,staff,concept,13,Top>Organization,P
7225,friendly,concept,14,Top,P
7226,room,concept,15,Top>Location>Facility,P
7228,sunny,concept,17,Top,P
7229,room,concept,18,Top>Location>Facility,P
7230,Europe,entity,1,Top>Location>GeoPoliticalEntity>Continent,P
7232,star,concept,2,Top>OtherEntity>Vocation,P
7233,tree,concept,3,Top>LivingThing>Flora,P+
7234,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
7235,food,concept,5,Top>Product>Food,P
7237,room,concept,7,Top>Location>Facility,P
7238,star,concept,8,Top>Location>AstralBody>Star,P
7239,room,concept,9,Top>Location>Facility,P
7242,shower,concept,2,Top>Event>NaturalPhenomena,P
7244,breakfast,concept,4,Top>Event,P
7245,breakfast,concept,5,Top>Product>Food,P
7247,dinner,concept,7,Top>Product>Food,P
7248,service,concept,8,Top>Product>ProfessionalService,P
7249,area,concept,9,Top>Location,P
7250,room,concept,10,Top>Location>Facility,P+
7251,recommended,concept,11,Top>Person,P+
7252,dinner,concept,12,Top>Event,P
7253,room,concept,13,Top>Location>Facility,P+
7256,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
7259,meal,concept,4,Top>Product>Food,P+
7260,Wi-Fi,concept,5,Top>OtherEntity>MethodSystem,P+
7264,coach,concept,1,Top>OtherEntity>Vocation,P+
7265,transport,concept,2,Top,P+
7266,location,concept,3,Top>Location>Address,P
7267,location,concept,4,Top>Location,P
7268,administrator,concept,5,Top>OtherEntity>Vocation,P+
7269,food,concept,6,Top>Product>Food,P
