Text,Polarity,Agreement,Subjectivity,Confidence,Irony
reasonable hotel. pleasant staff. good food.pillows are much too low. to do. best for a short stay.nice that there is free wifi. tiny elevator. which is less.quality price is reasonable. are many nearby hotels.,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
"My taxi driver from Jerusalem to Bethlehem is originally from Jerusalem and knows the two areas very well: Jerusalem and Bethlehem!I just drove by it on my way to the Sheperd's Field but, thought to write a review because it seems like a good location and nice hotel, at least from the outside, I didn't get to stay... If I had known about it, might have stayed at least one or two days in Bethlehem!It is walking distance from the Sheperd's Field and looked nice!",P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
We stayed as a group of 34 here for 3 days in May 2016.Some rooms are ok in size but many rooms are very small and no space to move around.Food was not with many spreads and limited dishes only.This may not alwys satisify your taste buds and sugget to carry your own pickles and dhall or garlic powder to mix with semi boiled rice which they serve.,N,AGREEMENT,OBJECTIVE,100,NONIRONIC
"The reception is apparently luxurious but the rooms and bathrooms are very modest, with old and worn-out furniture, the walls were dirty and the room was small. Also the AC was loud and not very efficient.",NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"Very pleasant stay at this property. Rooms were clean and spacious, nothing luxurious but well-appointed. Balconies were small but view of the hills amazing. Best feature was the restaurant - with very affordable dinners and excellent food. Kudos to Chef Ahmad in the hotel restaurant - excellent meals on the buffet with really good service.",P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
reasonable hotel. pleasant staff. good food.pillows are much too low. to do. best for a short stay.nice that there is free wifi. tiny elevator. which is less.quality price is reasonable. are many nearby hotels.,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
"My taxi driver from Jerusalem to Bethlehem is originally from Jerusalem and knows the two areas very well: Jerusalem and Bethlehem!I just drove by it on my way to the Sheperd's Field but, thought to write a review because it seems like a good location and nice hotel, at least from the outside, I didn't get to stay... If I had known about it, might have stayed at least one or two days in Bethlehem!It is walking distance from the Sheperd's Field and looked nice!",P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
We stayed as a group of 34 here for 3 days in May 2016.Some rooms are ok in size but many rooms are very small and no space to move around.Food was not with many spreads and limited dishes only.This may not alwys satisify your taste buds and sugget to carry your own pickles and dhall or garlic powder to mix with semi boiled rice which they serve.,N,AGREEMENT,OBJECTIVE,100,NONIRONIC
"The reception is apparently luxurious but the rooms and bathrooms are very modest, with old and worn-out furniture, the walls were dirty and the room was small. Also the AC was loud and not very efficient.",NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"Very pleasant stay at this property. Rooms were clean and spacious, nothing luxurious but well-appointed. Balconies were small but view of the hills amazing. Best feature was the restaurant - with very affordable dinners and excellent food. Kudos to Chef Ahmad in the hotel restaurant - excellent meals on the buffet with really good service.",P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
reasonable hotel. pleasant staff. good food.pillows are much too low. to do. best for a short stay.nice that there is free wifi. tiny elevator. which is less.quality price is reasonable. are many nearby hotels.,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
"My taxi driver from Jerusalem to Bethlehem is originally from Jerusalem and knows the two areas very well: Jerusalem and Bethlehem!I just drove by it on my way to the Sheperd's Field but, thought to write a review because it seems like a good location and nice hotel, at least from the outside, I didn't get to stay... If I had known about it, might have stayed at least one or two days in Bethlehem!It is walking distance from the Sheperd's Field and looked nice!",P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
We stayed as a group of 34 here for 3 days in May 2016.Some rooms are ok in size but many rooms are very small and no space to move around.Food was not with many spreads and limited dishes only.This may not alwys satisify your taste buds and sugget to carry your own pickles and dhall or garlic powder to mix with semi boiled rice which they serve.,N,AGREEMENT,OBJECTIVE,100,NONIRONIC
"The reception is apparently luxurious but the rooms and bathrooms are very modest, with old and worn-out furniture, the walls were dirty and the room was small. Also the AC was loud and not very efficient.",NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"Very pleasant stay at this property. Rooms were clean and spacious, nothing luxurious but well-appointed. Balconies were small but view of the hills amazing. Best feature was the restaurant - with very affordable dinners and excellent food. Kudos to Chef Ahmad in the hotel restaurant - excellent meals on the buffet with really good service.",P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
reasonable hotel. pleasant staff. good food.pillows are much too low. to do. best for a short stay.nice that there is free wifi. tiny elevator. which is less.quality price is reasonable. are many nearby hotels.,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
lovely big rooms and helpful staff made my visit a pleasure. the food in the building round the corner was very nice. it is a shame i didn't get a chance to experience the whole facilities but maybe next time i will be able to.,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"This is an excellent hotel, great service and feels more like a resort than a hotel. The lobby area is very nice and the outdoor area around the pool is excellent. Nice area to walk in when it is late in the day and it is cool outside. The Gazebo restaurant is also very good with outdoor seating area. The rooms looking toward the city of Jericho will give you a nice view even from the lower floors. Nice location to do some sightseeing in the area.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"I stayed here during a conference and had a very positive experience. While the place is massive and serves a high number of guests, the service was always friendly and personal. We had a buffet service and I was positively surprised both at the quality and variety. I haven't had time to try the swimming pools but they look fantastic.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
